 01115009   1545387   00940929   4500   11828   1230   2910   -83.5260690   41.6612630   1907   980 
 01115018   1545924   00961022   13200   10828   600   3190   -83.5269860   41.6613940   1897   1752 
 01115022   1545927   00951115   17900   15114   740   4550   -83.5269190   41.6615630   1897   1775 
 01115026   1545941   00950606   6500   8714   630   2420   -83.5264610   41.6616720   1907   728 
 01115031   1545954   00971212   4500   7600   630   2030   -83.5260810   41.6618510   1892   882 
 01116014   1545967   00970618   7810   19514   740   6090   -83.5253650   41.6619970   1907   2286 
 01116019   1545991   00930513   20000   22628   1090   6830   -83.5251800   41.6622770   1897   1232 
 01116020   1545997   00930802   29000   15114   630   4660   -83.5249840   41.6623700   1887   2139 
 01116021   1545994   00971106   21500   6000   630   1470   -83.5249060   41.6624070   1887   1133 
 01116023   1546001   00940209   7500   9114   630   2560   -83.5247520   41.6624800   1892   988 
 01117003   1546067   00951212   10000   7028   530   1930   -83.5229580   41.6631400   1905   1283 
 01117004   1545261   00940607   8000   6200   770   1400   -83.5228260   41.6629850   1863   1568 
 01117005   1545267   00980814   6125   9000   770   2380   -83.5227540   41.6629000   1910   1780 
 01117019   1546021   00951222   40000   10114   1230   2310   -83.5239890   41.6628420   1877   1530 
 01117025   1546057   00930813   1500   8714   980   2070   -83.5233440   41.6631490   1872   1272 
 01117026   1546061   00980929   5000   4914   630   1090   -83.5232660   41.6631870   1877   985 
 01117028   1546034   00930405   9999   6714   490   1860   -83.5239180   41.6627580   1887   880 
 01118016   1428297   00980928   15000   13314   770   3890   -83.5215420   41.6634290   1889   2022 
 01118020   1428311   00960419   15900   9400   700   2590   -83.5219660   41.6632280   1897   1010 
 01118022   1428324   00980610   1800   5200   770   1050   -83.5220930   41.6630760   1882   938 
 01118024   1428331   00950426   6400   7914   490   2280   -83.5222350   41.6632200   1907   1990 
 01118027   1428351   00960509   5000   3514   490   740   -83.5224530   41.6633760   1887   1020 
 01118029   1428337   00970107   6000   8228   600   2280   -83.5226170   41.6635690   1902   1123 
 01118034   1428365   00950828   27000   2714   0   950   -83.5221150   41.6637190   1887   752 
 01118035   1428367   00971030   18000   4914   670   1050   -83.5219990   41.6637760   1890   802 
 01118040   1428384   00961127   10000   5314   670   1190   -83.5215320   41.6639980   1862   904 
 01118049   1428414   00970228   10000   13714   630   4170   -83.5208490   41.6644880   1910   1296 
 01119004   1431051   00971110   18900   12714   810   3640   -83.5188200   41.6650620   1907   1320 
 01119006   1431347   00960111   5000   8114   560   2280   -83.5185370   41.6648820   1894   1038 
 01119014   1431372   00950612   37000   4600   0   1610   -83.5193280   41.6644850   1867   1244 
 01119017   1428087   00940404   5000   4114   460   980   -83.5195450   41.6641930   1892   784 
 01119033   1431374   00971014   4000   3914   700   670   -83.5192270   41.6645450   1862   650 
 01119035   1431032   00980202   5000   6314   740   1470   -83.5191860   41.6652830   1892   648 
 01120007   1430971   00960326   2000   8914   630   2490   -83.5192630   41.6657440   1897   1058 
 01120011   1430997   00971028   22500   7800   1330   1400   -83.5198180   41.6655560   1897   1212 
 01120022   1428244   00980402   14500   3828   460   880   -83.5206960   41.6658030   1887   1000 
 01120024   1430721   00970128   17000   8828   810   2280   -83.5203270   41.6658410   1887   1214 
 01120033   1428234   00950508   23000   14000   840   4060   -83.5209810   41.6655710   1887   1936 
 01121005   1428597   00971218   732   5800   840   1190   -83.5212940   41.6651720   1877   1200 
 01121015   1428457   00970724   2800   13314   1020   3640   -83.5218160   41.6646040   1897   1403 
 01121017   1428467   00971022   20000   14200   1050   3920   -83.5220100   41.6645140   1900   1484 
 01121031   1428511   00971001   5000   5828   740   1300   -83.5231180   41.6645750   1842   1122 
 01121034   1428537   00930208   4000   5400   420   1470   -83.5227730   41.6646880   1877   912 
 01121040   1428564   00940921   10500   5914   600   1470   -83.5220390   41.6650350   1872   1375 
 01121041   1428561   00960618   5200   5228   530   1300   -83.5219290   41.6650870   1877   1033 
 01121043   1428571   00970507   1000   3314   460   700   -83.5216870   41.6652020   1867   980 
 01122015   1546134   00980914   34783   1000   350   0   -83.5243460   41.6632900   1997   1148 
 01122032   1546141   00961023   2000   4428   670   880   -83.5243890   41.6631690   1872   846 
 01123005   1546834   00950105   8400   8400   1400   1540   -83.5252450   41.6633920   1892   1228 
 01123006   1546147   00980223   12000   16200   630   5040   -83.5248620   41.6630870   1897   1998 
 01123007   1546154   00971204   7300   13600   840   3920   -83.5250240   41.6632300   1893   1781 
 01123009   1546161   00971030   35000   15228   740   4590   -83.5250580   41.6630360   1893   1990 
 01123010   1546164   00960109   16000   15228   740   4590   -83.5251510   41.6629930   1893   1990 
 01123011   1546167   00930308   28000   17514   740   5390   -83.5252420   41.6629480   1893   1990 
 01123015   1546181   00970203   10000   9800   630   2800   -83.5256340   41.6627630   1877   1696 
 01123022   1546774   00940628   14500   9114   880   2310   -83.5261430   41.6629160   1902   1441 
 01124009   1546238   00961007   47683   29600   0   10360   -83.5271500   41.6620440   1996   1080 
 01124018   1546714   00951114   700   4114   630   810   -83.5279230   41.6624480   1877   1068 
 01124023   1546747   00941227   1000   4714   460   1190   -83.5270880   41.6626660   1889   1400 
 01124029   1546731   00971125   5000   2800   490   490   -83.5277660   41.6625230   1838   702 
 01125014   1546671   00980909   6000   6314   560   1650   -83.5291980   41.6616210   1857   1612 
 01125018   1546687   00970807   5500   3428   320   880   -83.5288720   41.6618170   1887   1206 
 01125024   1546264   00930604   8000   5514   770   1160   -83.5277620   41.6615760   1887   1016 
 01126015   1546351   00960214   34783   2800   980   0   -83.5300220   41.6606800   1995   1080 
 01126016   1546355   00960408   34783   29314   0   10260   -83.5301760   41.6606070   1995   1080 
 01126034   1546644   00940203   3500   5600   560   1400   -83.5300620   41.6612500   1877   1536 
 01127018   1546544   00951016   5400   5914   630   1440   -83.5322670   41.6602440   1877   1476 
 01154014   1547261   00941214   3000   5914   530   1540   -83.5326640   41.6606080   1887   1566 
 01154019   1548394   00961002   3500   4114   670   770   -83.5330040   41.6610280   1897   964 
 01155030   1547164   00930901   22000   3228   390   740   -83.5305260   41.6617290   1887   760 
 01156008   1547104   00930726   22600   7714   460   2240   -83.5287640   41.6624460   1907   1488 
 01157003   1547011   00940816   13500   9600   630   2730   -83.5272140   41.6633890   1926   724 
 01157014   1547071   00950822   9000   3828   460   880   -83.5281400   41.6628350   1887   1472 
 01157029   1547051   00971104   10000   8600   560   2450   -83.5277290   41.6630570   1887   1596 
 01158013   1546984   00970929   2000   4914   530   1190   -83.5265370   41.6635800   1877   960 
 01158027   1546967   00960807   500   4228   530   950   -83.5261470   41.6637620   1892   960 
 01159005   1546901   00971120   18000   8114   530   2310   -83.5241230   41.6646420   1887   1642 
 01160009   1428691   00971015   150   2628   600   320   -83.5231830   41.6651700   1862   2050 
 01160015   1428721   00930219   13000   9028   460   2700   -83.5237640   41.6650280   1902   1306 
 01160024   1428651   00970912   13000   8114   670   2170   -83.5230950   41.6656320   1902   988 
 01172022   0223224   00940601   7000   4628   320   1300   -83.5362630   41.6638350   1887   1420 
 01173023   0302827   00980630   3500   4028   530   880   -83.5348680   41.6644030   1887   1302 
 01174018   0205181   00980127   2000   3400   490   700   -83.5338740   41.6648800   1892   760 
 01174020   0205187   00931117   12900   4800   490   1190   -83.5336870   41.6649680   1897   1550 
 01174022   0205194   00940919   1200   3514   490   740   -83.5335080   41.6650530   1897   1045 
 01174024   0205201   00950810   500   8514   460   2520   -83.5333260   41.6651400   1915   1080 
 01174026   0205207   00980409   7050   3714   390   910   -83.5331780   41.6652530   1914   1080 
 01177005   0327417   00950419   7000   5600   630   1330   -83.5300710   41.6675000   1897   804 
 01177007   0327414   00931103   6500   6314   350   1860   -83.5302510   41.6676970   1892   1086 
 01177011   0327391   00941117   6500   4428   320   1230   -83.5298440   41.6678900   1882   800 
 01177013   0327384   00940831   45000   1714   600   0   -83.5297160   41.6679500   1994   1104 
 01177015   0327377   00940831   45000   1714   600   0   -83.5295310   41.6680380   1994   1152 
 01180002   1163461   00980622   7400   7400   490   2100   -83.5335450   41.6659320   1885   1655 
 01180005   0205294   00930601   2000   3714   390   910   -83.5333680   41.6655910   1877   921 
 01180007   0205304   00960917   4000   3600   630   630   -83.5335940   41.6654820   1862   700 
 01180011   0205161   00930607   1081   2200   560   210   -83.5340000   41.6653530   1896   1138 
 01180014   0205151   00960626   13500   4914   420   1300   -83.5342780   41.6652230   1895   1264 
 01180029   1163467   00931122   2000   10114   490   3050   -83.5338440   41.6659330   1896   1829 
 01181001   0302857   00961007   3000   10800   420   3360   -83.5350170   41.6652040   1912   1507 
 01181007   0302784   00930817   10900   6028   600   1510   -83.5351840   41.6647930   1902   1536 
 01181022   0201577   00980102   1500   5514   390   1540   -83.5363310   41.6649250   1897   997 
 01181028   0302851   00970527   1100   7200   420   2100   -83.5353240   41.6652310   1907   1912 
 01182007   0223294   00980504   19000   13828   600   4240   -83.5363880   41.6641960   1902   648 
 01182009   0223287   00950620   5000   5228   530   1300   -83.5363920   41.6640620   1902   720 
 01183018   0201644   00980904   20000   11800   420   3710   -83.5378930   41.6649860   1901   1905 
 01184017   0201754   00980520   10000   10114   530   3010   -83.5362140   41.6657850   1890   1968 
 01184019   0201764   00980520   15000   7514   560   2070   -83.5357590   41.6658930   1905   1227 
 01185008   1836934   00970818   7000   4114   390   1050   -83.5344080   41.6662760   1892   1584 
 01185025   0202151   00980702   15000   9600   420   2940   -83.5353270   41.6661080   1907   1376 
 01186005   1327267   00950418   4000   4314   420   1090   -83.5327250   41.6670970   1909   836 
 01186019   1327134   00960416   19302   6714   390   1960   -83.5335180   41.6671730   1915   1526 
 01186020   1327137   00931012   5000   7628   530   2140   -83.5334330   41.6672140   1897   1123 
 01186025   1327154   00930804   9500   5514   670   1260   -83.5328470   41.6674920   1892   384 
 01187004   1327214   00930430   6000   7114   740   1750   -83.5311830   41.6678290   1890   1188 
 01187005   1327217   00940207   4000   10600   420   3290   -83.5313300   41.6677610   1918   1386 
 01187006   1327224   00960812   5500   5514   420   1510   -83.5314130   41.6677200   1872   1528 
 01187008   1327234   00971027   7664   4514   460   1120   -83.5316280   41.6676180   1887   1536 
 01187013   1327251   00980413   5000   3628   460   810   -83.5320990   41.6673950   1877   888 
 01187018   1327171   00980826   19000   4000   490   910   -83.5321980   41.6678000   1882   840 
 01188005   1881111   00941222   5000   4800   420   1260   -83.5298300   41.6684320   1887   732 
 01188011   1881075   00931130   28500   1000   0   350   -83.5303740   41.6681820   1882   1168 
 01188019   1881147   00960228   14000   5200   490   1330   -83.5304790   41.6684930   1890   840 
 01188024   1881117   00980903   5000   4828   530   1160   -83.5300280   41.6687080   1883   792 
 01189004   0318207   00930702   4000   5714   530   1470   -83.5302490   41.6693300   1885   1132 
 01189006   0318201   00970611   15000   4428   530   1020   -83.5301310   41.6691890   1887   1078 
 01189010   0318227   00970225   10000   8028   530   2280   -83.5304560   41.6689740   1892   1720 
 01189014   0318257   00960722   5000   4714   460   1190   -83.5307890   41.6688150   1887   780 
 01189015   0318261   00980805   37500   2114   740   0   -83.5309740   41.6687240   1994   1200 
 01189018   1331637   00930721   7000   6914   460   1960   -83.5311810   41.6688520   1887   1433 
 01189019   1331634   00931129   32500   4114   530   910   -83.5312410   41.6689210   1887   1281 
 01189022   1331621   00970918   1250   3800   490   840   -83.5314150   41.6690830   1897   792 
 01189027   0318244   00930315   9762   6028   530   1580   -83.5309040   41.6692040   1887   1134 
 01189029   0318231   00980114   800   3314   390   770   -83.5307080   41.6692800   1887   1035 
 01190016   1331361   00970415   6000   7314   530   2030   -83.5328730   41.6683900   1897   952 
 01190020   1331347   00930923   13300   10314   770   2840   -83.5324530   41.6685890   1907   1442 
 01190026   1331367   00980304   18000   6000   490   1610   -83.5329330   41.6682810   1897   928 
 01191009   1331247   00940628   9417   11914   490   3680   -83.5337670   41.6676080   1900   1562 
 01191017   1331401   00961127   9350   8628   390   2630   -83.5340750   41.6678220   1912   1198 
 01191019   1331394   00941221   11000   7114   490   2000   -83.5338940   41.6679090   1897   1036 
 01191020   1331391   00961206   27000   5914   490   1580   -83.5337990   41.6679540   1897   830 
 01192017   0202237   00931013   500   4200   490   980   -83.5357400   41.6669150   1891   1256 
 01192019   0202231   00940705   6050   3914   490   880   -83.5355620   41.6670000   1889   957 
 01192022   0202221   00941205   5500   9828   530   2910   -83.5352890   41.6671280   1897   1478 
 01192023   0202217   00950111   2800   4514   390   1190   -83.5351950   41.6671740   1897   1172 
 01193005   0201784   00931118   5000   3200   420   700   -83.5361450   41.6663610   1882   908 
 01193006   0201781   00980113   33500   9028   460   2700   -83.5359900   41.6663120   1902   1147 
 01193016   0201847   00960828   1800   5200   420   1400   -83.5372950   41.6661640   1882   1228 
 01194004   0201861   00950414   10000   6628   600   1720   -83.5376880   41.6657350   1892   1818 
 01197003   0202284   00971017   4000   3800   280   1050   -83.5353130   41.6679350   1877   880 
 01197004   0202281   00980108   24000   11914   320   3850   -83.5352890   41.6678560   1907   1856 
 01197009   0202264   00940418   13000   5714   600   1400   -83.5355390   41.6675290   1897   1440 
 01197011   0202257   00941205   4500   7828   530   2210   -83.5357620   41.6674250   1897   1446 
 01197012   0202251   00980319   17000   9028   530   2630   -83.5358590   41.6673790   1912   998 
 01197021   0202301   00970310   18000   7114   600   1890   -83.5357690   41.6678000   1887   1193 
 01198006   1331417   00970721   1000   4914   490   1230   -83.5339970   41.6683460   1905   1120 
 01198010   1331404   00950724   20400   10514   390   3290   -83.5343710   41.6681690   1897   1784 
 01198018   1331547   00971126   4000   4600   490   1120   -83.5344940   41.6684680   1867   1125 
 01198019   1331544   00930729   6500   4600   490   1120   -83.5344000   41.6685120   1877   1021 
 01198022   1331534   00950217   4667   4914   390   1330   -83.5341220   41.6686440   1899   1112 
 01198025   1331204   00950607   5000   6800   350   2030   -83.5347960   41.6684290   1912   1040 
 01200005   1437947   00971006   17000   8400   560   2380   -83.5306710   41.6698410   1902   1541 
 01200009   1437924   00960717   26000   11200   770   3150   -83.5311720   41.6696470   1907   1389 
 01200013   1331601   00980914   12000   4828   390   1300   -83.5315180   41.6695160   1897   784 
 01200022   1331571   00950719   25000   7314   490   2070   -83.5315510   41.6698610   1892   1304 
 01200024   1331577   00980923   1000   9400   490   2800   -83.5313680   41.6699470   1915   1201 
 01200025   1331581   00960724   12000   9000   490   2660   -83.5312760   41.6699880   1917   1160 
 01201006   1437997   00980812   20000   14628   810   4310   -83.5300840   41.6700060   1897   1629 
 01201007   1437994   00970310   13000   11800   840   3290   -83.5301650   41.6700970   1892   1685 
 01201008   1437987   00940324   8800   5914   670   1400   -83.5302380   41.6701800   1902   988 
 01201010   1437981   00940418   5500   6314   630   1580   -83.5303120   41.6702330   1882   988 
 01202017   1438071   00980608   5000   9514   810   2520   -83.5300910   41.6706340   1887   1175 
 01202030   1438121   00970116   25000   9914   840   2630   -83.5299470   41.6709510   1897   1124 
 01202032   1438127   00970116   25000   11114   840   3050   -83.5296560   41.6709580   1897   1080 
 01202036   1438141   00970313   1000   5400   840   1050   -83.5290680   41.6709670   1887   952 
 01202038   1438147   00950418   17408   12314   840   3470   -83.5287770   41.6709740   1897   1351 
 01202039   1438151   00970512   3000   10800   840   2940   -83.5286340   41.6709770   1907   1109 
 01202041   1438157   00940324   5000   5400   840   1050   -83.5283420   41.6709820   1887   800 
 01203002   0455697   00941018   4976   6400   490   1750   -83.5313060   41.6708160   1910   1523 
 01203015   0455737   00931022   6000   6200   490   1680   -83.5322140   41.6700340   1892   1130 
 01203018   0455657   00971217   1000   3514   490   740   -83.5324360   41.6702980   1892   1068 
 01203020   0455664   00970619   20000   5200   490   1330   -83.5322510   41.6703870   1892   848 
 01203021   0455667   00960401   4000   5200   490   1330   -83.5321590   41.6704310   1892   888 
 01203022   0455671   00980731   6500   6514   490   1790   -83.5320660   41.6704740   1897   1016 
 01203029   0455694   00940705   6000   4600   490   1120   -83.5314160   41.6707840   1902   1148 
 01204001   0455651   00970107   5000   3400   420   770   -83.5328280   41.6701180   1897   772 
 01204003   0455747   00980929   12000   6200   490   1680   -83.5326840   41.6698190   1887   1157 
 01204006   0455757   00980901   3300   6000   490   1610   -83.5329610   41.6696850   1895   1080 
 01204009   0455767   00970924   5250   4600   490   1120   -83.5332430   41.6695480   1897   1065 
 01204014   0455784   00940215   6500   3914   490   880   -83.5337040   41.6693240   1887   1220 
 01204025   0455637   00970107   3000   4114   490   950   -83.5331870   41.6699430   1897   1026 
 01204028   0455647   00950718   16000   9200   490   2730   -83.5329130   41.6700760   1892   1368 
 01205004   1163384   00960122   4000   4228   530   950   -83.5342730   41.6691680   1892   986 
 01205005   1163381   00940627   5000   3628   530   740   -83.5342110   41.6690980   1887   965 
 01205014   1163311   00941107   4750   4628   460   1160   -83.5351960   41.6686230   1886   864 
 01205016   1163327   00971226   5000   9114   460   2730   -83.5353230   41.6687750   1905   1267 
 01205017   1163331   00960904   5000   6028   460   1650   -83.5353900   41.6688490   1905   1267 
 01205024   1437004   00950217   8000   5714   530   1470   -83.5347620   41.6691630   1887   880 
 01205028   1436987   00930804   4000   6228   460   1720   -83.5343160   41.6692470   1902   1072 
 01206011   0202414   00980611   14900   4914   560   1160   -83.5363930   41.6680180   1887   824 
 01207004   0100984   00980918   8500   3514   560   670   -83.5372880   41.6677180   1902   878 
 01207009   0100944   00940519   5400   4714   390   1260   -83.5376790   41.6674000   1902   2366 
 01207023   0100971   00940922   2000   2000   350   350   -83.5376190   41.6679080   1902   508 
 01207024   0100979   00930616   7500   5514   460   1470   -83.5373970   41.6678720   1902   740 
 01208001   1208197   00971226   66000   44514   560   15020   -83.5389390   41.6672710   1996   1344 
 01208003   1208184   00971231   17500   11914   420   3750   -83.5387830   41.6670120   1917   1448 
 01208016   0909487   00940711   30000   9914   390   3080   -83.5398760   41.6668450   1914   2508 
 01208020   1208364   00980701   44000   5914   560   1510   -83.5391970   41.6670630   1892   998 
 01209005   1208214   00980918   51000   7200   560   1960   -83.5392530   41.6675730   1892   1102 
 01209015   0909537   00930406   18500   7114   560   1930   -83.5399560   41.6675990   1887   1196 
 01210005   0100961   00930923   3100   3514   350   880   -83.5377200   41.6683000   1889   576 
 01210009   1208474   00980903   4275   4514   530   1050   -83.5380270   41.6681420   1869   1630 
 01210011   1208467   00980203   5000   4828   530   1160   -83.5382260   41.6680470   1870   1300 
 01210019   1208274   00980107   5000   5628   460   1510   -83.5389100   41.6680610   1886   911 
 01210022   1208447   00930223   6000   4428   530   1020   -83.5385500   41.6682640   1879   780 
 01211006   0202461   00960102   10000   15514   390   5040   -83.5361850   41.6689160   1915   2116 
 01211010   0202447   00930301   600   3428   390   810   -83.5368130   41.6687120   1877   918 
 01211015   0101024   00980630   22500   9428   600   2700   -83.5373520   41.6687080   1902   1296 
 01211017   0101031   00970915   41000   9114   600   2590   -83.5374920   41.6688730   1907   660 
 01212008   1436957   00930916   10500   6828   600   1790   -83.5351780   41.6694980   1882   1514 
 01212019   1163371   00960819   28000   6000   630   1470   -83.5355430   41.6697140   1877   1213 
 01212020   1436934   00981001   12000   10914   490   3330   -83.5354170   41.6697740   1902   1401 
 01212024   1436921   00970121   4000   3914   490   880   -83.5350430   41.6699520   1892   1040 
 01213011   0455591   00960912   12450   6000   490   1610   -83.5339640   41.6700990   1892   1136 
 01213012   0455594   00940907   4500   6314   490   1720   -83.5340570   41.6700540   1892   1388 
 01213013   0455597   00941229   3559   4400   560   980   -83.5341560   41.6700060   1890   688 
 01213019   0455394   00940923   5000   5914   490   1580   -83.5342840   41.6703230   1892   952 
 01213021   0455401   00980914   6000   5400   490   1400   -83.5340970   41.6704110   1882   1178 
 01214007   0455504   00930716   6500   2628   460   460   -83.5314330   41.6712950   1902   525 
 01214015   0455531   00960402   1000   6000   490   1610   -83.5321090   41.6709720   1902   1845 
 01214016   0455534   00980820   13500   4514   490   1090   -83.5322020   41.6709280   1902   922 
 01214018   0455541   00950602   6500   7200   490   2030   -83.5323880   41.6708400   1897   1025 
 01214021   0455551   00980721   6300   6314   490   1720   -83.5326680   41.6707090   1887   912 
 01214026   0455437   00970507   1700   3914   490   880   -83.5328890   41.6709760   1887   1054 
 01214028   0455444   00960912   7450   5714   490   1510   -83.5327030   41.6710640   1892   992 
 01214035   0455467   00960216   4300   6600   490   1820   -83.5320530   41.6713710   1907   828 
 01214036   0455471   00940413   6500   7114   390   2100   -83.5319580   41.6714160   1907   1038 
 01215006   1438194   00981005   5500   8000   840   1960   -83.5276280   41.6714250   1900   1480 
 01215010   1438207   00981001   3400   4314   530   980   -83.5281780   41.6714160   1877   675 
 01215011   1438211   00961122   3000   3428   530   670   -83.5282520   41.6714140   1877   660 
 01215013   1438217   00930810   20000   13514   840   3890   -83.5285050   41.6714100   1917   1031 
 01215018   1438234   00970813   13900   11600   630   3430   -83.5291560   41.6713990   1914   1047 
 01215021   1438247   00931208   12000   8200   840   2030   -83.5296660   41.6713900   1887   940 
 01215039   1438321   00980910   3428   7000   630   1820   -83.5299440   41.6717060   1892   814 
 01215041   1438327   00950621   40000   15714   840   4660   -83.5296870   41.6717080   1892   2095 
 01215050   1438361   00931029   1000   6114   840   1300   -83.5283710   41.6717310   1887   1068 
 01215052   1438367   00930408   10000   10114   840   2700   -83.5280900   41.6717350   1892   1152 
 01215054   1438374   00980128   17500   11314   840   3120   -83.5278010   41.6717420   1902   942 
 01215055   1438377   00960321   4000   9914   700   2770   -83.5276700   41.6717430   1897   915 
 01215057   1438384   00930920   10000   12000   700   3500   -83.5274470   41.6717480   1902   1288 
 01215063   1438237   00960529   11070   12314   630   3680   -83.5292620   41.6713970   1914   1022 
 01216021   1026731   00950308   6500   7428   740   1860   -83.5286610   41.6721780   1907   1109 
 01216023   1026724   00980616   31000   8514   740   2240   -83.5288790   41.6721740   1913   1089 
 01216034   1026687   00980326   23750   13514   740   3990   -83.5300900   41.6721520   1909   1532 
 01216035   1026684   00970507   18500   10428   740   2910   -83.5301980   41.6721510   1906   950 
 01216047   1026637   00960607   8000   11714   490   3610   -83.5307720   41.6725820   1912   1080 
 01216050   1026628   00940302   19000   600   0   210   -83.5304310   41.6724960   1912   1237 
 01216052   1026621   00950913   9000   12314   700   3610   -83.5302150   41.6725000   1905   1260 
 01216053   1026617   00931029   12000   12514   700   3680   -83.5301020   41.6725010   1909   1199 
 01216063   1026584   00980407   13000   12714   700   3750   -83.5289970   41.6725220   1909   1325 
 01216068   1026567   00950628   20000   14114   700   4240   -83.5284520   41.6725320   1910   1278 
 01216070   1026561   00980717   2500   10800   700   3080   -83.5282520   41.6725340   1908   1138 
 01216076   1026541   00950222   1500   13200   700   3920   -83.5275970   41.6725470   1912   1366 
 01216077   1026537   00930318   5000   12600   700   3710   -83.5274910   41.6725490   1913   1209 
 01216080   1026527   00940112   5024   11714   700   3400   -83.5271620   41.6725530   1912   1197 
 01216081   1026524   00970606   5500   12000   700   3500   -83.5270530   41.6725570   1912   1288 
 01217002   0456071   00941228   4500   6600   560   1750   -83.5314880   41.6724910   1902   1254 
 01217005   0456061   00940214   11243   10114   560   2980   -83.5314860   41.6722210   1905   1055 
 01217009   0456047   00980424   7000   5714   600   1400   -83.5317960   41.6720190   1897   808 
 01217024   0455887   00980317   8500   12228   600   3680   -83.5333160   41.6712620   1905   1505 
 01217029   0455904   00980304   22000   8600   700   2310   -83.5335530   41.6716350   1907   828 
 01217034   0456117   00950814   13000   9028   670   2490   -83.5328660   41.6718700   1897   968 
 01217037   0456107   00970310   900   4714   670   980   -83.5325850   41.6720040   1895   952 
 01217044   0456084   00970311   39500   11514   670   3360   -83.5319380   41.6723130   1902   1090 
 01217046   0456077   00930420   11000   11314   670   3290   -83.5317770   41.6724470   1902   1188 
 01218011   0455961   00951229   15000   8714   490   2560   -83.5343130   41.6708250   1887   1930 
 01218012   0455964   00951018   4500   3400   490   700   -83.5344050   41.6707800   1892   988 
 01218016   0455977   00980727   4500   3028   390   670   -83.5347770   41.6705980   1887   840 
 01218022   0455997   00960905   3000   5228   740   1090   -83.5346600   41.6710100   1897   714 
 01218023   0456001   00980902   25000   8800   1050   2030   -83.5344960   41.6710910   1892   1113 
 01220008   0729207   00960708   7801   5028   460   1300   -83.5371910   41.6694350   1897   720 
 01220010   0729214   00950609   10000   7428   530   2070   -83.5373770   41.6693480   1897   1065 
